3.000000000000000000e+03 1.127816907732597542e+02
3.000099999999999909e+03 1.127809247796122492e+02
3.000199999999999818e+03 1.127801582405510601e+02
3.000299999999999727e+03 1.127793911561648343e+02
3.000399999999999636e+03 1.127786235265423755e+02
3.000499999999999545e+03 1.127778553517721889e+02
3.000599999999999454e+03 1.127770866319429217e+02
3.000699999999999363e+03 1.127763173671434345e+02
3.000799999999999272e+03 1.127755475574619197e+02
3.000899999999999181e+03 1.127747772029871811e+02
3.000999999999999091e+03 1.127740063038080081e+02
3.001099999999999000e+03 1.127732348600127068e+02
3.001199999999998909e+03 1.127724628716901520e+02
3.001299999999998818e+03 1.127716903389288063e+02
3.001399999999998727e+03 1.127709172618170754e+02
3.001499999999998636e+03 1.127701436404436492e+02
3.001599999999998545e+03 1.127693694748973030e+02
3.001699999999998454e+03 1.127685947652663714e+02
3.001799999999998363e+03 1.127678195116394733e+02
3.001899999999998272e+03 1.127670437141051991e+02
3.001999999999998181e+03 1.127662673727518978e+02
3.002099999999998090e+03 1.127654904876684583e+02
3.002199999999997999e+03 1.127647130589432720e+02
3.002299999999997908e+03 1.127639350866646026e+02
3.002399999999997817e+03 1.127631565709212964e+02
3.002499999999997726e+03 1.127623775118019864e+02
3.002599999999997635e+03 1.127615979093947374e+02
3.002699999999997544e+03 1.127608177637883102e+02
3.002799999999997453e+03 1.127600370750711818e+02
3.002899999999997362e+03 1.127592558433317862e+02
3.002999999999997272e+03 1.127584740686587566e+02
3.003099999999997181e+03 1.127576917511404559e+02
3.003199999999997090e+03 1.127569088908653896e+02
3.003299999999996999e+03 1.127561254879219490e+02
3.003399999999996908e+03 1.127553415423985967e+02
3.003499999999996817e+03 1.127545570543840370e+02
3.003599999999996726e+03 1.127537720239664480e+02
3.003699999999996635e+03 1.127529864512342925e+02
3.003799999999996544e+03 1.127522003362760330e+02
3.003899999999996453e+03 1.127514136791804020e+02
3.003999999999996362e+03 1.127506264800353506e+02
3.004099999999996271e+03 1.127498387389294834e+02
3.004199999999996180e+03 1.127490504559512630e+02
3.004299999999996089e+03 1.127482616311890666e+02
3.004399999999995998e+03 1.127474722647314422e+02
3.004499999999995907e+03 1.127466823566666676e+02
3.004599999999995816e+03 1.127458919070829637e+02
3.004699999999995725e+03 1.127451009160687647e+02
3.004799999999995634e+03 1.127443093837127179e+02
3.004899999999995543e+03 1.127435173101031012e+02
3.004999999999995453e+03 1.127427246953281212e+02
3.005099999999995362e+03 1.127419315394761696e+02
3.005199999999995271e+03 1.127411378426356237e+02
3.005299999999995180e+03 1.127403436048948748e+02
3.005399999999995089e+03 1.127395488263422152e+02
3.005499999999994998e+03 1.127387535070660931e+02
3.005599999999994907e+03 1.127379576471547011e+02
3.005699999999994816e+03 1.127371612466964308e+02
3.005799999999994725e+03 1.127363643057794746e+02
3.005899999999994634e+03 1.127355668244923237e+02
3.005999999999994543e+03 1.127347688029231279e+02
3.006099999999994452e+03 1.127339702411602502e+02
3.006199999999994361e+03 1.127331711392921960e+02
3.006299999999994270e+03 1.127323714974067741e+02
3.006399999999994179e+03 1.127315713155927881e+02
3.006499999999994088e+03 1.127307705939381179e+02
3.006599999999993997e+03 1.127299693325311978e+02
3.006699999999993906e+03 1.127291675314600923e+02
3.006799999999993815e+03 1.127283651908135340e+02
3.006899999999993724e+03 1.127275623106792608e+02
3.006999999999993634e+03 1.127267588911458205e+02
3.007099999999993543e+03 1.127259549323013346e+02
3.007199999999993452e+03 1.127251504342340382e+02
3.007299999999993361e+03 1.127243453970321525e+02
3.007399999999993270e+03 1.127235398207838841e+02
3.007499999999993179e+03 1.127227337055775251e+02
3.007599999999993088e+03 1.127219270515012397e+02
3.007699999999992997e+03 1.127211198586432204e+02
3.007799999999992906e+03 1.127203121270916313e+02
3.007899999999992815e+03 1.127195038569347361e+02
3.007999999999992724e+03 1.127186950482604715e+02
3.008099999999992633e+03 1.127178857011574564e+02
3.008199999999992542e+03 1.127170758157135992e+02
3.008299999999992451e+03 1.127162653920169646e+02
3.008399999999992360e+03 1.127154544301560009e+02
3.008499999999992269e+03 1.127146429302185453e+02
3.008599999999992178e+03 1.127138308922929184e+02
3.008699999999992087e+03 1.127130183164672559e+02
3.008799999999991996e+03 1.127122052028296650e+02
3.008899999999991905e+03 1.127113915514681111e+02
3.008999999999991815e+03 1.127105773624710849e+02
3.009099999999991724e+03 1.127097626359264808e+02
3.009199999999991633e+03 1.127089473719223349e+02
3.009299999999991542e+03 1.127081315705468256e+02
3.009399999999991451e+03 1.127073152318879465e+02
3.009499999999991360e+03 1.127064983560340892e+02
3.009599999999991269e+03 1.127056809430731619e+02
3.009699999999991178e+03 1.127048629930931440e+02
3.009799999999991087e+03 1.127040445061821714e+02
3.009899999999990996e+03 1.127032254824282802e+02
3.009999999999990905e+03 1.127024059219197056e+02
3.010099999999990814e+03 1.127015858247442992e+02
3.010199999999990723e+03 1.127007651909902961e+02
3.010299999999990632e+03 1.126999440207454768e+02
3.010399999999990541e+03 1.126991223140981475e+02
3.010499999999990450e+03 1.126983000711361456e+02
3.010599999999990359e+03 1.126974772919474930e+02
3.010699999999990268e+03 1.126966539766205244e+02
3.010799999999990177e+03 1.126958301252427788e+02
3.010899999999990087e+03 1.126950057379024486e+02
3.010999999999989996e+03 1.126941808146877122e+02
3.011099999999989905e+03 1.126933553556864638e+02
3.011199999999989814e+03 1.126925293609866259e+02
3.011299999999989723e+03 1.126917028306758652e+02
3.011399999999989632e+03 1.126908757648429713e+02
3.011499999999989541e+03 1.126900481635751419e+02
3.011599999999989450e+03 1.126892200269606974e+02
3.011699999999989359e+03 1.126883913550875462e+02
3.011799999999989268e+03 1.126875621480435115e+02
3.011899999999989177e+03 1.126867324059167572e+02
3.011999999999989086e+03 1.126859021287949219e+02
3.012099999999988995e+03 1.126850713167663258e+02
3.012199999999988904e+03 1.126842399699185648e+02
3.012299999999988813e+03 1.126834080883396467e+02
3.012399999999988722e+03 1.126825756721175509e+02
3.012499999999988631e+03 1.126817427213402283e+02
3.012599999999988540e+03 1.126809092360953315e+02
3.012699999999988449e+03 1.126800752164709962e+02
3.012799999999988358e+03 1.126792406625550313e+02
3.012899999999988268e+03 1.126784055744353452e+02
3.012999999999988177e+03 1.126775699521998035e+02
3.013099999999988086e+03 1.126767337959361299e+02
3.013199999999987995e+03 1.126758971057323180e+02
3.013299999999987904e+03 1.126750598816762761e+02
3.013399999999987813e+03 1.126742221238557562e+02
3.013499999999987722e+03 1.126733838323587378e+02
3.013599999999987631e+03 1.126725450072729302e+02
3.013699999999987540e+03 1.126717056486861424e+02
3.013799999999987449e+03 1.126708657566863678e+02
3.013899999999987358e+03 1.126700253313611171e+02
3.013999999999987267e+03 1.126691843727985543e+02
3.014099999999987176e+03 1.126683428810862893e+02
3.014199999999987085e+03 1.126675008563122020e+02
