#wave trans
.900000   0.998377
.900020   0.998282
.900040   0.998312
.900060   0.997752
.900080   0.997052
.900100   0.996090
.900120   0.992332
.900140   0.989673
.900160   0.991154
.900180   0.989769
.900200   0.982276
.900220   0.956063
.900240   0.858242
.900260   0.632180
.900280   0.524096
.900300   0.678818
.900320   0.784924
.900340   0.887659
.900360   0.962399
.900380   0.984371
.900400   0.991096
.900420   0.993655
.900440   0.994685
.900460   0.995004
.900480   0.994911
.900500   0.994352
.900520   0.992890
.900540   0.989070
.900560   0.972563
.900580   0.894200
.900600   0.731221
.900620   0.649308
.900640   0.702079
.900660   0.855451
.900680   0.959704
.900700   0.987098
.900720   0.993167
.900740   0.995279
.900760   0.996267
.900780   0.996188
.900800   0.992520
.900820   0.988346
.900840   0.992041
.900860   0.995535
.900880   0.993185
.900900   0.975850
.900920   0.934878
.900940   0.898922
.900960   0.878046
.900980   0.852084
.901000   0.801886
.901020   0.848899
.901040   0.923526
.901060   0.973862
.901080   0.992481
.901100   0.994043
.901120   0.980773
.901140   0.943355
.901160   0.938538
.901180   0.976692
.901200   0.994558
.901220   0.997420
.901240   0.997312
.901260   0.995686
.901280   0.995335
.901300   0.996549
.901320   0.995791
.901340   0.993093
.901360   0.988775
.901380   0.970175
.901400   0.880592
.901420   0.685829
.901440   0.639902
.901460   0.829454
.901480   0.955880
.901500   0.986324
.901520   0.992526
.901540   0.993843
.901560   0.993062
.901580   0.987613
.901600   0.982619
.901620   0.989250
.901640   0.994185
.901660   0.994926
.901680   0.996390
.901700   0.997012
.901720   0.996685
.901740   0.996043
.901760   0.995142
.901780   0.993673
.901800   0.990826
.901820   0.985174
.901840   0.971517
.901860   0.933551
.901880   0.807931
.901900   0.542376
.901920   0.380999
.901940   0.554822
.901960   0.826269
0.901980   0.944167
0.902000   0.975020
0.902020   0.979703
0.902040   0.964282
0.902060   0.953329
0.902080   0.973546
0.902100   0.990531
0.902120   0.995413
0.902140   0.996617
0.902160   0.997229
0.902180   0.997644
0.902200   0.997833
0.902220   0.997567
0.902240   0.995532
0.902260   0.991436
0.902280   0.992094
0.902300   0.996088
0.902320   0.997151
0.902340   0.995729
0.902360   0.994358
0.902380   0.994623
0.902400   0.993366
0.902420   0.988566
0.902440   0.980871
0.902460   0.960076
0.902480   0.862746
0.902500   0.654517
0.902520   0.634703
0.902540   0.841405
0.902560   0.956004
0.902580   0.983142
0.902600   0.990117
0.902620   0.992876
0.902640   0.994102
0.902660   0.994200
0.902680   0.991907
0.902700   0.986930
0.902720   0.984963
0.902740   0.982645
0.902760   0.968162
0.902780   0.946453
0.902800   0.880668
0.902820   0.669645
0.902840   0.522371
0.902860   0.713870
0.902880   0.909465
0.902900   0.970364
0.902920   0.984557
0.902940   0.988522
0.902960   0.991634
0.902980   0.994868
0.903000   0.996630
0.903020   0.997432
0.903040   0.997864
0.903060   0.997929
0.903080   0.997118
0.903100   0.995401
0.903120   0.995159
0.903140   0.993057
0.903160   0.974178
0.903180   0.939393
0.903200   0.949140
0.903220   0.983207
